kills,total_drops,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
588,127,6,6,2,3,8,5,5,5,7,7,3,1,2,6,3,5,4,6,4,5,3,6,3,4,6,1,6,5
306,71,3,2,6,1,1,1,2,2,3,2,2,3,2,2,3,3,2,3,1,1,4,2,1,6,4,1,2,6
577,110,5,3,2,3,4,4,6,5,3,1,7,5,3,3,6,4,5,4,4,5,6,4,1,4,3,3,3,4
485,94,3,6,3,4,4,6,6,1,3,6,3,3,3,3,4,1,3,2,1,2,3,5,3,5,2,4,4,1
481,100,2,3,5,5,6,7,3,1,1,4,2,2,1,5,3,1,4,3,2,4,3,5,2,5,8,5,4,4
298,76,7,5,4,2,3,2,5,3,2,1,5,2,1,2,3,4,2,2,3,2,1,4,2,2,2,2,2,1
462,93,6,3,3,3,2,1,2,4,1,6,4,7,2,2,4,3,6,2,2,3,4,4,3,5,4,3,3,1
696,150,2,7,7,4,10,1,10,3,8,3,4,6,6,6,3,2,8,8,6,1,8,5,6,6,2,2,4,12
767,134,6,2,7,5,5,6,2,3,4,6,3,7,5,3,4,3,6,1,4,9,9,5,5,5,4,6,4,5
917,175,11,9,7,8,4,7,6,5,7,6,4,8,6,9,6,8,5,1,4,5,7,1,7,6,5,5,9,9
717,170,5,7,2,6,3,7,8,3,4,5,9,4,5,10,9,7,7,5,4,2,9,8,7,13,4,5,1,11
343,83,5,1,3,2,1,2,2,2,2,3,3,4,3,3,3,4,6,3,3,1,4,4,5,2,2,2,3,5
447,99,4,1,1,2,1,4,3,2,5,1,5,5,1,2,6,9,6,5,8,6,3,2,3,4,2,4,3,1
384,78,2,2,3,3,1,5,2,1,1,2,3,3,1,6,3,1,7,2,1,3,2,7,3,3,1,2,5,3
362,75,2,2,1,6,4,2,3,4,1,2,1,5,5,4,1,3,2,2,3,4,2,2,2,4,1,2,3,2
444,94,3,7,5,4,4,1,4,4,6,3,1,2,1,2,5,2,1,4,5,2,3,6,2,2,4,5,1,5
306,71,1,4,4,1,2,2,1,4,2,3,3,6,1,4,4,4,4,3,1,3,2,1,1,1,4,1,2,2
485,100,3,2,3,4,5,7,3,4,2,5,3,6,3,3,4,3,4,4,4,2,3,2,1,3,4,5,5,3
705,137,5,6,4,4,4,4,5,6,3,6,6,5,1,3,5,6,3,5,7,7,2,6,9,7,3,5,6,4
322,63,1,2,1,3,1,2,4,1,4,2,1,2,4,1,2,1,2,1,2,4,2,7,2,1,1,2,4,3
542,116,4,3,1,4,6,2,3,5,6,8,7,4,4,2,1,3,3,5,4,5,3,8,5,7,4,4,2,3
323,68,3,1,2,3,3,1,2,4,2,3,4,1,2,2,4,4,1,4,3,2,2,1,4,1,1,2,4,2
372,78,2,2,4,1,4,2,1,4,6,3,2,2,5,3,2,3,3,5,2,1,2,1,2,5,2,4,3,2
688,136,6,6,7,6,3,6,8,8,4,9,3,2,8,8,6,3,5,3,4,3,7,2,2,6,1,3,2,5
558,104,5,3,5,6,4,5,2,7,3,1,2,3,1,1,1,7,7,8,2,5,3,1,2,4,2,1,6,7
391,75,1,1,2,3,3,4,4,2,4,1,3,1,3,2,5,3,1,7,1,6,3,4,2,1,2,1,1,4
467,110,5,3,5,8,8,4,3,3,4,1,3,5,2,5,1,2,4,2,7,1,5,5,3,7,2,5,6,1
647,142,4,7,5,1,6,3,6,7,3,8,5,5,5,1,3,3,6,2,2,4,8,11,10,5,9,5,5,3
396,78,3,6,1,3,2,3,6,2,2,2,4,1,6,4,2,5,3,1,3,2,1,3,1,2,3,1,4,2
375,84,5,5,2,3,2,7,3,3,1,2,3,6,2,1,3,3,2,3,4,1,2,1,2,1,3,4,6,4
386,77,2,3,4,1,5,1,5,1,1,3,3,2,2,2,4,6,2,3,3,1,3,1,4,4,2,2,4,3
616,117,5,1,9,5,3,1,6,5,3,5,2,5,4,6,6,6,5,4,2,5,2,2,4,3,2,4,5,7
403,99,4,1,2,4,5,2,2,2,4,5,4,6,2,6,4,2,6,1,1,3,3,9,2,4,1,3,5,6
521,92,4,3,4,3,2,6,4,4,5,4,3,4,1,4,2,6,1,4,3,2,2,8,1,3,1,3,2,3
718,161,8,5,5,8,2,6,6,5,6,7,6,8,4,1,13,5,5,6,5,3,4,10,6,7,9,3,1,7
603,140,5,6,5,3,1,4,6,11,12,7,2,8,3,5,3,4,6,6,5,2,4,8,2,2,5,6,4,5
508,116,1,15,3,5,4,5,5,7,5,7,3,4,1,5,3,6,4,1,3,3,2,5,2,6,3,4,2,2
492,104,5,4,1,4,2,6,3,5,1,3,2,2,3,4,4,1,4,5,8,6,2,8,5,3,4,2,3,4
850,154,3,4,7,7,5,7,7,5,2,4,5,8,5,10,5,4,9,1,3,5,8,5,10,5,8,1,8,3
493,92,5,5,3,6,1,10,1,1,3,3,4,5,3,3,3,4,2,4,1,1,4,1,1,5,4,4,2,3
423,78,4,1,2,1,3,5,3,2,2,1,3,1,6,5,2,1,2,4,2,3,3,6,5,4,3,1,1,2
600,113,5,3,5,1,4,1,3,1,8,5,6,5,4,5,4,1,6,2,2,6,2,7,4,6,3,5,5,4
399,89,5,1,6,6,6,3,4,2,5,3,2,1,4,3,3,1,4,3,2,4,1,1,6,1,4,2,4,2
593,132,8,4,5,5,3,3,4,3,1,8,1,8,5,4,1,5,2,5,3,5,4,10,5,7,2,7,9,5
398,87,2,1,4,1,1,5,2,1,1,5,2,5,3,4,3,2,3,6,1,9,1,4,4,4,3,2,5,3
338,74,4,2,2,2,2,3,1,6,2,4,5,2,4,3,4,1,3,2,1,3,3,2,2,3,1,3,2,2
435,85,6,2,3,1,2,4,2,1,3,4,2,2,1,3,2,9,3,7,4,1,1,5,2,1,3,5,3,3
608,119,3,3,7,2,2,1,2,9,9,8,5,5,5,3,5,7,3,6,6,3,2,3,4,4,2,5,2,3
999,209,6,11,4,11,9,13,10,10,3,11,6,4,6,10,5,8,11,4,7,4,8,6,1,9,5,10,8,9
313,73,2,2,1,6,4,5,3,1,3,2,4,2,2,5,3,3,2,1,2,3,5,2,1,3,2,2,1,1
444,86,7,1,7,7,5,2,2,5,2,2,2,2,1,1,3,2,2,4,4,2,2,1,1,6,5,2,2,4
424,103,3,7,3,6,3,3,5,4,6,6,1,4,5,3,1,4,3,4,4,5,2,4,2,1,6,6,1,1
565,114,5,2,5,2,7,4,4,5,3,7,6,6,4,8,3,1,5,3,3,1,6,1,2,8,5,5,1,2
1057,181,7,10,6,8,1,7,7,11,2,10,6,7,8,4,5,5,1,7,5,6,8,5,8,3,8,5,11,10
502,125,7,3,2,4,2,7,1,5,7,5,4,9,4,5,4,7,2,3,5,8,5,2,3,4,4,4,5,4
411,93,4,6,3,5,5,4,3,2,2,7,3,1,4,1,5,1,2,1,7,5,3,3,4,4,4,1,1,2
865,164,7,7,4,1,6,7,10,3,8,9,6,3,2,6,3,7,7,6,5,5,8,3,8,4,7,7,9,6
482,97,1,4,1,3,1,4,2,7,4,3,4,6,1,6,4,3,3,4,6,5,7,6,1,3,2,3,1,2
540,116,2,4,4,1,6,3,5,5,6,4,3,3,6,4,3,5,2,3,5,6,6,2,6,5,3,5,6,3
617,133,5,1,4,4,6,13,3,6,8,3,5,7,6,5,4,5,2,4,4,5,3,6,2,7,5,2,2,6
491,110,5,5,3,5,6,5,1,2,6,2,3,6,2,7,4,4,1,2,4,8,3,4,4,6,4,2,2,4
500,111,2,7,3,6,4,2,4,2,2,1,9,4,3,5,5,3,2,4,4,3,3,4,3,4,1,8,7,6
388,92,4,7,3,10,4,4,1,5,1,5,3,3,1,4,2,1,5,1,3,4,4,3,2,1,3,1,4,3
637,128,6,3,5,9,4,8,3,1,2,2,4,2,3,6,6,6,3,3,6,5,5,4,5,4,3,4,10,6
411,84,5,1,5,4,1,1,4,2,2,2,4,2,2,3,3,4,7,4,4,1,3,1,4,4,1,2,3,5
458,85,4,3,5,2,2,2,3,5,4,3,2,4,1,2,2,1,6,1,3,1,2,1,4,3,5,7,4,3
472,105,5,6,1,1,6,5,5,4,5,5,4,1,3,5,4,3,6,2,4,2,5,3,5,3,1,5,2,4
601,120,6,5,6,5,1,4,2,1,4,4,5,5,2,3,4,4,6,4,3,10,3,2,8,5,2,5,6,5
381,82,6,3,1,3,4,1,1,3,4,3,2,5,4,1,3,2,3,2,3,2,1,5,3,4,5,3,1,4
558,122,6,7,5,2,4,1,3,6,1,3,6,2,6,7,6,6,4,6,1,3,6,1,6,9,6,2,4,3
502,99,5,2,3,6,5,2,5,2,2,2,4,9,4,7,2,3,5,3,1,5,2,7,3,3,2,1,1,3
939,180,8,1,5,11,10,1,3,8,4,6,8,6,11,10,9,5,2,6,5,9,7,6,12,4,3,7,7,6
504,107,2,3,5,1,4,7,4,1,2,4,8,3,3,3,7,4,6,4,4,3,1,3,5,3,4,5,2,6
478,97,4,3,4,4,7,5,4,2,2,4,5,3,1,1,2,3,4,7,2,3,3,3,4,3,4,1,4,5
512,107,5,2,6,3,5,2,5,6,4,5,5,3,3,6,1,5,4,4,2,3,3,5,4,5,2,1,4,4
520,115,4,4,3,6,8,1,5,4,5,1,3,3,8,2,5,4,3,4,4,2,10,3,2,5,4,5,2,5
416,98,2,5,4,1,5,5,1,5,8,3,1,1,3,1,7,3,5,4,2,2,3,2,3,6,4,5,2,5
610,119,7,5,1,5,2,4,5,3,4,4,2,5,3,3,4,6,6,3,6,1,5,7,5,3,7,6,4,3
587,120,6,4,10,2,8,7,5,3,7,1,5,7,4,4,5,2,5,1,4,1,1,4,1,5,6,5,2,5
474,116,5,1,1,2,3,7,4,1,3,3,6,9,4,8,2,8,2,4,6,2,4,4,3,6,1,8,3,6
1095,235,6,9,6,11,12,15,8,13,11,5,11,8,8,6,8,7,5,1,10,6,15,11,16,3,9,5,8,2
771,143,5,2,5,6,7,6,6,2,6,4,3,10,1,3,7,4,8,6,5,4,7,5,7,1,4,8,4,7
593,114,6,4,3,6,2,3,4,5,4,1,4,3,5,4,2,3,4,3,6,9,5,5,2,3,7,2,5,4
523,98,4,1,7,3,5,3,4,2,1,3,3,6,2,3,4,5,6,1,2,1,3,3,3,4,3,5,6,5
633,139,3,6,5,6,7,4,6,6,1,4,10,6,3,6,5,4,3,1,4,4,2,5,13,6,2,7,5,5
451,90,2,1,3,9,2,3,7,1,1,4,6,4,3,2,2,1,1,2,5,2,2,2,4,4,5,3,3,6
597,102,5,5,5,6,4,3,5,2,2,3,4,2,4,4,1,4,4,4,3,3,3,4,4,2,7,2,5,2
396,82,2,3,4,1,3,4,2,2,2,6,4,3,1,1,6,5,1,5,3,4,1,4,3,2,2,2,2,4
472,92,2,4,2,3,4,2,3,5,5,3,3,1,4,4,8,1,2,1,4,6,4,1,3,6,1,4,3,3
391,85,4,1,2,6,6,1,2,2,4,4,3,1,2,2,5,3,5,4,5,1,1,4,2,1,4,4,3,3
475,103,2,2,5,1,7,3,1,5,1,5,5,2,6,5,4,4,2,6,4,1,3,3,2,6,5,5,4,4
710,133,2,3,2,4,8,4,4,9,5,1,5,2,6,2,2,7,2,8,5,3,6,5,5,7,10,6,7,3
436,96,6,2,5,7,3,5,3,4,5,2,2,2,2,5,4,3,5,5,2,3,2,2,3,4,4,1,4,1
648,134,5,3,7,5,4,7,2,7,5,4,4,2,3,6,6,4,6,6,4,9,5,5,4,4,7,1,5,4
301,59,1,2,4,3,5,2,1,1,1,2,2,1,1,1,6,3,1,2,1,1,1,3,1,2,1,4,4,2
386,92,3,4,2,3,4,1,4,2,4,1,1,4,2,4,4,3,5,4,4,3,4,4,6,5,6,3,1,1
480,87,5,2,4,5,5,4,2,2,3,3,4,1,4,1,1,4,8,1,1,1,4,1,1,4,4,3,3,6
401,74,1,2,2,7,1,1,1,2,4,3,3,3,3,8,1,3,1,4,2,2,2,1,5,2,3,4,2,1
749,162,5,7,9,1,4,8,2,6,4,4,11,4,8,8,7,8,5,6,7,9,3,4,6,8,8,1,4,5
681,153,5,4,1,7,4,5,8,4,9,6,4,7,6,6,4,6,7,7,4,4,6,5,5,2,13,1,2,11
660,118,2,5,5,7,2,4,1,5,4,3,7,2,4,3,5,3,1,7,9,4,3,4,4,8,3,5,4,4
253,53,1,2,3,3,1,4,2,1,1,2,3,2,2,1,5,1,1,1,1,1,2,3,3,1,2,1,1,2
382,77,3,3,3,2,1,2,2,3,4,2,1,1,4,5,2,4,1,1,7,4,1,3,2,1,6,1,4,4
352,77,5,5,2,7,1,4,4,1,2,1,3,3,1,4,1,2,3,3,4,3,1,1,3,1,5,3,1,3
596,114,9,3,1,5,5,5,1,2,5,4,6,4,9,3,2,4,2,4,3,3,3,9,1,3,3,3,4,8
399,87,1,6,9,3,3,2,4,3,1,4,3,5,1,7,1,2,1,4,2,1,3,4,5,1,2,1,2,6
328,66,1,2,1,1,1,5,4,1,1,2,1,2,4,1,7,1,3,3,2,1,4,3,2,3,3,2,4,1
363,86,6,3,4,2,2,6,1,1,3,2,2,1,1,5,2,2,4,4,3,3,1,2,3,7,4,4,2,6
445,95,3,3,4,4,2,4,3,1,4,4,7,5,3,5,3,2,2,3,4,2,4,4,9,1,1,3,4,1
667,148,9,2,5,5,6,2,4,6,6,3,7,5,4,6,8,4,7,7,8,4,1,7,3,6,3,7,7,6
458,84,4,1,6,2,2,2,4,2,6,4,7,1,3,1,1,2,4,3,5,1,5,1,5,3,5,1,2,1
440,89,3,1,1,2,2,1,4,4,5,8,1,3,3,3,1,2,1,8,3,3,3,7,1,2,5,6,2,4
1108,228,3,8,9,11,7,5,6,7,4,1,14,7,9,12,17,3,4,9,10,12,8,9,10,3,10,8,11,11
399,91,5,2,3,3,5,1,2,5,3,3,5,1,3,3,3,4,2,7,2,2,5,2,1,6,6,2,2,3
340,71,1,3,3,2,1,3,3,1,2,1,5,3,4,2,2,2,2,1,3,5,3,2,3,2,3,3,1,5
333,77,4,2,4,3,1,2,3,4,4,3,1,2,1,5,4,1,4,1,1,4,2,3,1,2,7,3,2,3
682,127,4,7,6,3,5,6,1,6,4,3,6,4,4,2,1,4,5,12,2,5,4,5,5,7,3,4,6,3
714,138,4,5,2,4,6,4,5,4,6,4,8,5,5,5,6,6,3,4,3,7,9,1,9,4,2,8,6,3
788,151,6,6,3,9,5,1,6,2,8,1,4,6,8,8,6,9,5,7,2,8,4,7,2,5,5,2,10,6
357,64,2,2,1,1,4,3,2,2,1,2,3,2,4,4,1,2,2,1,2,3,5,4,2,3,1,2,1,2
594,135,2,2,7,11,5,2,4,6,1,5,6,9,7,6,3,3,7,2,3,2,1,6,3,7,3,6,6,10
462,91,2,5,5,4,5,1,4,1,4,4,4,4,3,3,4,1,2,5,4,3,4,4,5,1,2,3,3,1
820,153,4,10,4,7,5,5,6,10,4,8,8,2,1,6,3,5,3,5,4,4,5,2,7,6,7,9,7,6
583,105,3,3,4,6,7,4,3,4,1,5,6,3,4,3,4,5,3,1,5,5,2,5,4,2,3,2,4,4
347,66,2,1,2,2,4,2,2,3,5,2,2,3,2,3,1,2,1,1,2,3,4,3,3,1,1,2,5,2
442,95,2,3,6,3,5,4,4,1,6,4,3,4,4,1,2,6,2,5,4,3,4,2,2,4,2,5,1,3
486,91,2,5,2,1,4,2,3,1,2,5,4,8,4,2,5,3,3,1,1,1,7,1,3,6,5,3,3,4
699,144,1,4,11,4,7,6,4,5,8,1,4,4,3,10,4,9,3,7,5,6,2,2,2,11,9,5,5,2
307,62,1,3,1,3,1,2,2,5,3,4,2,1,1,4,1,2,2,4,3,1,2,3,1,3,4,1,1,1
459,88,3,6,5,3,2,2,2,4,4,6,4,2,3,2,1,1,2,3,5,3,4,1,4,3,1,5,4,3
431,89,2,4,4,2,3,4,1,4,4,5,2,3,5,5,4,4,4,1,3,1,3,4,5,3,2,4,2,1
637,138,1,7,9,4,3,2,5,3,2,3,6,4,3,7,9,5,1,8,6,2,7,9,6,8,3,8,4,3
595,137,7,5,5,4,4,4,4,3,6,5,5,4,4,6,7,3,7,1,12,6,1,6,7,1,5,7,4,4
921,192,8,10,6,6,4,5,6,9,5,7,7,9,7,9,8,8,4,6,6,8,7,9,9,6,6,10,6,1
995,208,3,5,8,13,3,5,5,6,7,7,11,6,7,6,6,11,8,9,11,6,9,1,6,10,13,8,11,7
679,124,1,4,3,7,1,6,2,4,7,2,2,5,3,3,5,4,5,3,9,6,5,6,8,5,2,6,4,6
572,113,7,8,5,3,7,4,6,3,1,2,4,4,4,3,6,5,7,6,3,3,1,3,3,4,1,1,5,4
328,70,3,1,2,2,4,3,2,5,1,1,2,1,2,3,7,5,2,2,1,2,3,1,3,4,1,2,2,3
876,155,5,8,6,5,7,5,7,8,1,5,10,4,1,7,7,5,5,7,5,6,4,7,4,4,11,2,6,3
816,163,8,4,5,3,1,3,10,3,7,5,8,4,8,5,7,7,10,8,7,7,4,6,6,9,6,4,3,5
361,89,3,6,6,5,4,4,4,1,3,2,4,3,4,4,1,1,1,2,2,2,5,5,3,2,2,6,1,3
370,75,3,4,3,4,2,2,3,1,1,3,4,2,1,1,5,4,1,3,3,4,2,4,2,4,2,3,2,2
376,82,5,1,6,2,2,3,3,3,2,1,2,1,2,5,4,3,4,4,1,4,2,4,4,4,2,2,4,2
428,73,4,1,2,2,2,1,3,3,1,5,2,3,1,1,6,2,1,3,3,5,3,2,1,3,2,2,4,5
476,111,9,8,6,6,5,1,5,4,4,5,4,1,3,4,2,2,1,3,6,4,6,2,6,1,4,2,5,2
568,121,3,6,3,3,8,4,5,5,4,4,2,2,6,5,4,5,4,3,6,5,3,1,3,4,9,4,5,5
310,57,3,2,2,2,2,2,1,1,1,2,1,8,2,1,3,3,3,2,1,1,1,1,2,4,1,2,1,2
782,152,11,3,5,7,5,1,7,4,5,8,8,5,3,2,2,9,6,4,2,4,9,6,5,10,8,5,1,7
506,91,3,6,2,4,2,5,4,1,4,3,8,2,2,1,3,3,2,5,3,1,3,3,4,3,3,2,6,3
549,124,4,4,4,3,6,4,7,5,3,5,4,1,5,5,2,3,5,1,6,3,6,5,6,8,1,4,7,7
345,82,1,5,1,1,7,1,3,7,4,1,6,2,2,3,7,1,4,2,1,3,2,3,3,3,2,2,3,2
560,115,3,2,4,4,2,1,6,1,4,1,2,4,5,4,5,3,7,11,4,9,3,2,4,5,1,7,6,5
639,120,4,1,4,1,2,5,1,7,9,5,6,2,6,4,3,6,4,4,6,7,1,2,8,5,6,4,3,4
816,181,8,3,3,5,7,7,3,10,5,4,7,8,10,8,4,9,5,10,4,7,8,5,4,7,11,8,10,1
455,103,5,3,6,4,3,1,1,6,4,3,1,1,5,3,6,3,4,6,4,2,5,3,6,5,2,5,3,3
582,132,2,7,7,6,8,3,6,5,2,4,6,3,4,4,3,5,4,6,4,5,3,8,6,4,3,1,6,7
452,84,3,1,3,3,4,3,4,2,2,6,3,3,4,1,3,3,4,1,4,1,5,1,3,1,3,4,2,7
450,87,4,4,3,3,2,3,1,1,5,2,3,3,2,1,2,4,4,2,3,9,5,4,1,1,4,1,2,8
660,143,7,4,4,4,6,4,5,4,3,9,6,3,6,4,4,3,4,10,4,5,3,3,6,9,10,6,1,6
546,108,3,12,3,3,2,5,1,3,3,3,5,5,2,4,1,2,4,4,3,6,6,6,7,5,2,4,2,2
674,135,4,3,1,7,4,4,8,3,3,5,2,3,2,3,6,3,1,5,7,7,10,8,2,9,7,10,4,4
455,102,4,3,2,5,8,3,2,3,3,3,8,3,2,2,3,10,2,3,4,1,4,4,4,3,4,4,1,4
1048,205,4,1,7,7,11,11,9,6,4,12,9,8,9,11,6,5,7,3,13,5,1,6,7,13,8,8,7,7
564,130,5,2,6,5,5,7,2,5,3,5,4,3,6,6,6,4,7,4,8,6,6,1,5,1,5,5,6,2
363,75,1,5,3,1,5,3,1,3,1,1,2,3,4,2,3,1,5,6,2,1,5,1,3,3,3,2,2,3
748,146,4,7,2,4,4,1,3,11,9,7,6,4,4,3,8,6,7,5,6,4,5,4,5,2,9,4,7,5
690,139,7,4,7,6,7,5,11,9,3,4,6,3,3,5,3,3,3,3,5,1,2,6,7,7,5,6,7,1
280,68,2,3,2,5,4,3,3,1,2,1,1,1,2,3,1,1,1,2,7,3,3,3,3,2,1,1,2,5
527,121,5,7,4,7,1,7,3,2,2,3,5,4,5,4,4,7,3,4,9,5,3,5,7,4,4,1,3,3
734,163,4,5,5,10,4,7,3,11,8,5,1,8,6,3,7,6,7,8,1,10,10,4,4,4,8,4,4,6
1004,210,5,1,8,5,6,9,6,10,6,8,10,3,6,7,6,10,7,8,7,8,8,16,6,8,9,11,4,12
701,141,3,6,4,4,6,5,8,1,5,4,5,4,4,9,6,8,4,9,4,7,6,6,8,1,3,4,2,5
458,92,1,3,4,3,5,1,2,2,7,3,2,3,5,4,1,3,5,3,2,4,2,8,6,1,1,3,5,3
932,197,7,7,5,6,5,9,6,9,8,10,5,6,9,12,5,2,6,1,7,4,13,11,4,7,9,4,15,5
586,116,6,8,4,3,2,3,3,1,1,3,6,9,7,2,5,8,5,2,8,3,3,4,3,1,5,4,5,2
396,73,1,4,8,1,6,2,2,1,2,3,2,1,1,1,4,6,3,1,2,2,4,3,2,1,1,4,2,3
532,116,4,2,7,3,4,2,4,6,1,5,4,5,5,2,4,8,3,5,9,2,8,2,3,4,4,3,5,2
509,103,6,5,5,5,6,3,3,7,3,5,3,4,1,3,5,4,6,1,5,5,3,1,2,3,1,4,2,2
674,134,5,6,5,3,1,9,6,11,5,4,1,3,3,4,3,5,4,2,2,9,6,4,7,5,3,5,5,8
441,97,7,3,4,1,4,5,5,4,3,4,3,5,4,4,3,2,5,1,1,3,2,4,2,3,3,3,4,5
511,107,6,3,4,3,5,5,2,4,6,3,5,1,6,7,2,4,3,4,1,2,5,2,3,3,6,3,7,2
254,53,3,2,1,1,2,3,1,1,2,6,3,1,1,1,2,1,4,3,1,2,1,1,2,1,2,1,3,1
513,104,4,3,7,3,4,4,6,1,7,3,1,7,4,2,2,4,7,2,6,1,2,4,3,7,2,3,3,2
459,96,4,5,2,1,3,4,4,8,1,2,3,5,1,2,1,1,2,4,5,1,1,5,5,4,6,2,5,9
548,115,10,7,2,3,5,3,3,4,3,6,1,3,7,4,2,1,7,4,3,4,4,3,7,2,4,8,1,4
389,70,2,1,2,2,3,3,3,4,6,1,3,2,1,1,4,2,2,7,3,1,2,1,5,2,2,2,2,1
518,101,2,9,4,3,8,2,5,2,2,1,1,1,4,4,4,5,3,7,1,2,4,9,4,5,1,2,2,4
418,82,3,5,1,4,2,2,1,4,6,4,4,1,1,4,2,1,2,2,2,4,2,4,4,1,4,5,3,4
465,91,1,3,3,4,1,6,2,5,5,2,4,4,2,4,4,2,3,5,3,5,5,2,1,2,5,3,4,1
843,167,4,4,6,4,4,8,2,7,9,7,3,5,4,5,9,6,9,7,5,11,12,3,10,6,5,8,3,1
292,62,2,4,3,2,4,1,3,2,2,1,5,2,1,4,2,2,1,1,1,4,3,2,3,1,1,2,2,1
575,133,6,3,8,5,5,9,3,2,1,5,11,3,7,4,5,7,6,2,3,5,6,4,4,3,2,5,4,5
467,100,2,3,1,8,7,1,7,1,2,2,2,4,5,3,5,6,2,2,6,4,3,3,2,3,4,4,1,7
405,93,7,2,3,5,5,2,3,5,2,1,3,3,4,3,1,4,2,4,4,4,4,1,3,4,4,1,4,5
632,119,3,4,5,7,5,3,4,1,2,4,5,5,3,5,4,5,1,2,2,4,3,3,6,5,9,3,7,9
505,102,1,4,1,2,3,8,5,2,5,6,1,4,7,1,3,3,4,3,7,2,3,4,1,6,2,4,5,5
418,75,1,2,2,1,5,1,3,1,5,3,2,1,3,1,1,3,3,2,1,4,3,1,2,6,5,2,2,9
715,152,5,9,7,1,2,13,4,5,5,6,5,7,7,7,6,4,2,9,6,6,6,3,4,6,4,3,4,6
608,117,7,5,3,4,2,2,1,4,1,6,6,5,4,1,4,8,8,7,3,5,3,6,4,7,2,4,3,2
502,99,1,3,6,1,3,5,3,2,4,3,3,3,1,4,5,7,4,3,3,2,5,1,8,1,4,7,4,3
510,99,3,6,3,6,5,4,4,4,4,4,2,7,4,1,1,1,4,3,2,4,3,4,1,1,4,6,2,6
368,77,3,3,5,2,3,4,3,4,1,3,1,5,2,5,3,3,1,5,2,2,4,2,2,3,2,2,1,1
328,72,2,2,5,3,3,3,2,3,3,1,1,2,1,3,3,3,3,2,4,5,1,2,1,2,2,3,4,3
537,111,6,7,5,3,7,5,2,6,2,1,4,4,4,2,5,2,3,2,1,1,2,3,4,6,4,5,6,9
355,80,5,2,2,3,3,4,2,4,3,4,4,3,2,1,1,5,1,2,2,4,3,1,5,3,1,4,2,4
279,76,1,1,4,3,4,3,2,2,1,4,6,2,1,3,2,4,4,1,2,2,3,1,2,6,3,2,3,4
365,66,3,1,2,3,1,1,2,1,2,2,3,7,2,2,1,3,4,2,1,2,2,2,5,2,3,3,2,2
633,132,1,6,5,9,1,8,2,5,2,3,6,2,11,8,8,5,7,4,6,4,5,3,4,6,4,1,3,3
718,141,1,9,5,6,5,3,4,3,1,10,7,6,5,9,5,7,6,6,3,2,6,5,4,6,7,5,3,2
817,164,4,4,7,8,5,7,6,6,6,7,6,6,1,3,8,10,4,4,11,3,9,4,2,4,5,12,8,4
790,162,5,6,6,6,5,2,4,4,3,4,7,2,5,10,8,6,5,9,6,8,7,7,1,8,10,2,4,12
575,127,8,3,10,2,7,4,4,7,2,4,5,4,3,4,8,1,3,4,3,5,7,3,5,4,7,4,4,2
534,103,3,4,5,4,5,2,2,10,4,3,5,2,4,2,1,3,4,2,7,7,3,1,1,5,4,2,3,5
546,109,5,6,1,1,1,5,5,5,6,1,6,3,3,4,5,4,3,2,5,4,3,4,1,4,4,6,7,5
316,61,4,3,3,3,1,1,3,5,1,3,1,2,2,1,3,2,4,1,2,5,1,3,1,1,1,1,2,1
634,122,4,5,5,4,2,7,4,4,6,3,3,5,4,6,1,3,4,5,4,8,5,5,6,1,4,6,3,5
467,94,3,3,2,2,2,2,4,3,9,3,4,4,2,1,6,1,2,3,5,3,5,6,3,4,2,3,4,3
386,82,2,1,1,1,2,7,2,2,4,2,5,5,3,4,7,4,2,1,1,1,2,1,2,4,2,7,1,6
892,191,4,8,8,1,7,1,6,8,7,9,6,7,4,3,6,6,8,3,16,9,16,7,6,6,8,7,7,7
521,121,3,6,2,4,4,1,4,6,5,5,3,5,4,5,6,2,6,5,3,3,5,7,7,4,4,3,6,3
655,147,10,5,4,4,6,2,2,6,4,8,7,1,6,9,5,8,5,5,3,7,1,4,7,4,3,9,6,6
409,74,2,4,4,4,1,2,2,3,3,2,2,1,2,4,3,4,1,4,3,3,1,2,2,6,3,3,2,1
566,130,7,3,5,4,2,5,6,3,3,4,10,5,1,4,2,2,5,8,8,5,3,6,6,5,2,7,2,7
661,142,2,5,5,1,3,11,9,2,5,1,3,7,2,3,6,4,7,10,4,3,3,5,8,8,5,6,6,8
293,51,2,1,2,1,2,3,4,1,1,4,1,1,1,2,2,3,3,3,1,2,1,3,2,1,1,1,1,1
610,109,1,7,3,2,4,2,4,5,3,4,6,4,4,3,6,7,5,2,2,3,2,1,3,4,6,6,4,6
506,108,3,6,2,6,6,2,4,4,10,7,1,2,2,8,3,5,1,2,3,5,6,1,3,1,4,2,4,5
400,71,5,2,3,4,3,2,4,2,3,3,1,1,1,1,3,3,3,3,1,3,2,2,1,1,1,1,4,8
300,68,1,1,1,3,3,3,1,3,5,2,1,3,2,6,1,2,3,3,3,3,1,4,1,1,3,3,1,4
610,138,6,6,6,7,13,9,2,2,4,1,4,8,3,3,5,3,5,8,4,6,3,4,3,6,7,4,5,1
403,83,3,5,5,2,3,6,7,5,3,1,4,2,3,6,6,3,2,3,2,1,1,2,1,1,1,1,2,2
364,76,2,1,3,3,3,6,5,2,3,3,2,1,3,1,2,4,2,3,1,3,2,3,1,3,3,3,2,6
